task_id	task_name	reference_idx	reference_title	model_name	total_count	score
57	oral and maxillofacial radiolo...	178	How well do large language model-based chatbots perform in oral and maxillofacial radiology?	palm-2-540B	52	50
58	solving hematology-related cas...	181	"Large Language Models in Hematology Case Solving: A Comparative Study of ChatGPT-3.5, Google Bard, and Microsoft Bing"	gpt-3.5-0301	50	63
58	solving hematology-related cas...	181	"Large Language Models in Hematology Case Solving: A Comparative Study of ChatGPT-3.5, Google Bard, and Microsoft Bing"	gpt-4-0314 (open)	50	39.6
58	solving hematology-related cas...	181	"Large Language Models in Hematology Case Solving: A Comparative Study of ChatGPT-3.5, Google Bard, and Microsoft Bing"	palm-1-540B	50	44.6
59	drafting emergency department ...	183	Evaluating Large Language Models for Drafting Emergency Department Discharge Summaries	gpt-3.5-turbo-1106	100	10
59	drafting emergency department ...	183	Evaluating Large Language Models for Drafting Emergency Department Discharge Summaries	gpt-4-0613	100	33
6	question answering about palli...	22	"Assessment of readability, reliability, and quality of ChatGPT¬Æ, BARD¬Æ, Gemini¬Æ, Copilot¬Æ, Perplexity¬Æ responses on palliative care"	gemini-1.5-pro	100	35.39
6	question answering about palli...	22	"Assessment of readability, reliability, and quality of ChatGPT¬Æ, BARD¬Æ, Gemini¬Æ, Copilot¬Æ, Perplexity¬Æ responses on palliative care"	gpt-3.5-turbo-0613	100	33.43
6	question answering about palli...	22	"Assessment of readability, reliability, and quality of ChatGPT¬Æ, BARD¬Æ, Gemini¬Æ, Copilot¬Æ, Perplexity¬Æ responses on palliative care"	gpt-4o-2024-05-13 (open)	100	39.4
6	question answering about palli...	22	"Assessment of readability, reliability, and quality of ChatGPT¬Æ, BARD¬Æ, Gemini¬Æ, Copilot¬Æ, Perplexity¬Æ responses on palliative care"	palm-2-540B	100	45.025
6	question answering about palli...	22	"Assessment of readability, reliability, and quality of ChatGPT¬Æ, BARD¬Æ, Gemini¬Æ, Copilot¬Æ, Perplexity¬Æ responses on palliative care"	perplexity	100	46.06
60	generating medical content spa...	185	Large Language Models for Therapy Recommendations Across 3 Clinical Specialties: Comparative Study	bloomz-7B	60	21.4
60	generating medical content spa...	185	Large Language Models for Therapy Recommendations Across 3 Clinical Specialties: Comparative Study	claude-1.1	60	67
60	generating medical content spa...	185	Large Language Models for Therapy Recommendations Across 3 Clinical Specialties: Comparative Study	command	60	43.4
60	generating medical content spa...	185	Large Language Models for Therapy Recommendations Across 3 Clinical Specialties: Comparative Study	gpt-3.5-0301	60	55.6
61	answering patient°Øs self-care ...	191	The role of large language models in self-care: a study and benchmark on medicines and supplement guidance accuracy.	gemini-1.5-pro	58	80
61	answering patient°Øs self-care ...	191	The role of large language models in self-care: a study and benchmark on medicines and supplement guidance accuracy.	gpt-3.5-turbo-0125	58	81.4
61	answering patient°Øs self-care ...	191	The role of large language models in self-care: a study and benchmark on medicines and supplement guidance accuracy.	gpt-4-0125-preview	58	90.2
61	answering patient°Øs self-care ...	191	The role of large language models in self-care: a study and benchmark on medicines and supplement guidance accuracy.	gpt-4-0125-preview (open)	58	84
61	answering patient°Øs self-care ...	191	The role of large language models in self-care: a study and benchmark on medicines and supplement guidance accuracy.	perplexity	58	81.4
62	open-ended questions related t...	192	Comparison of Large Language Models in Answering Immuno-Oncology Questions: A Cross-Sectional Study.	gpt-3.5-turbo-0613	60	58.5
62	open-ended questions related t...	192	Comparison of Large Language Models in Answering Immuno-Oncology Questions: A Cross-Sectional Study.	gpt-4-0613	60	75.4
62	open-ended questions related t...	192	Comparison of Large Language Models in Answering Immuno-Oncology Questions: A Cross-Sectional Study.	palm-2-540B	60	43.8
63	Assisted Differential Diagnosi...	195	Accuracy Evaluation of GPT-Assisted Differential Diagnosis in Emergency Department	gpt-3.5-turbo-0125	3000	90.91
63	Assisted Differential Diagnosi...	195	Accuracy Evaluation of GPT-Assisted Differential Diagnosis in Emergency Department	gpt-4-0125-preview	3000	90.62
64	Annotate Complex Cases of Soci...	197	Using Large Language Models to Annotate Complex Cases of Social Determinants of Health in Longitudinal Clinical Records	gpt-3.5-turbo-0613	25217	73.8
64	Annotate Complex Cases of Soci...	197	Using Large Language Models to Annotate Complex Cases of Social Determinants of Health in Longitudinal Clinical Records	gpt-4-0613	25217	88.6
64	Annotate Complex Cases of Soci...	197	Using Large Language Models to Annotate Complex Cases of Social Determinants of Health in Longitudinal Clinical Records	human - doctors	25217	81.4
65	Contrast-enhanced Ultrasound L...	200	Feasibility of large language models for CEUS LI-RADS categorization of small liver nodules in patients at risk for hepatocellular carcinoma	gemini-1.5-pro	403	16.5
65	Contrast-enhanced Ultrasound L...	200	Feasibility of large language models for CEUS LI-RADS categorization of small liver nodules in patients at risk for hepatocellular carcinoma	gpt-4-turbo-2024-04-09	403	92.5
65	Contrast-enhanced Ultrasound L...	200	Feasibility of large language models for CEUS LI-RADS categorization of small liver nodules in patients at risk for hepatocellular carcinoma	gpt-4o-2024-05-13	403	77.5
65	Contrast-enhanced Ultrasound L...	200	Feasibility of large language models for CEUS LI-RADS categorization of small liver nodules in patients at risk for hepatocellular carcinoma	gpt-4o-mini-2024-07-18	403	56.5
66	Zero-Shot Clinical Natural Lan...	204	An Empirical Evaluation of Prompting Strategies for Large Language Models in Zero-Shot Clinical Natural Language Processing: Algorithm Development and Validation Study	gemini-1.5-pro	55	76
66	Zero-Shot Clinical Natural Lan...	204	An Empirical Evaluation of Prompting Strategies for Large Language Models in Zero-Shot Clinical Natural Language Processing: Algorithm Development and Validation Study	gpt-3.5-turbo-0125	55	88
66	Zero-Shot Clinical Natural Lan...	204	An Empirical Evaluation of Prompting Strategies for Large Language Models in Zero-Shot Clinical Natural Language Processing: Algorithm Development and Validation Study	llama-2-70B	55	88
67	Zero-Shot Clinical Natural Lan...	207	An Empirical Evaluation of Prompting Strategies for Large Language Models in Zero-Shot Clinical Natural Language Processing: Algorithm Development and Validation Study	gemini-1.5-pro	105	69
67	Zero-Shot Clinical Natural Lan...	207	An Empirical Evaluation of Prompting Strategies for Large Language Models in Zero-Shot Clinical Natural Language Processing: Algorithm Development and Validation Study	gpt-3.5-turbo-0125	105	78
67	Zero-Shot Clinical Natural Lan...	207	An Empirical Evaluation of Prompting Strategies for Large Language Models in Zero-Shot Clinical Natural Language Processing: Algorithm Development and Validation Study	llama-2-70B	105	80
68	Zero-Shot Clinical Natural Lan...	210	An Empirical Evaluation of Prompting Strategies for Large Language Models in Zero-Shot Clinical Natural Language Processing: Algorithm Development and Validation Study	gemini-1.5-pro	105	67
68	Zero-Shot Clinical Natural Lan...	210	An Empirical Evaluation of Prompting Strategies for Large Language Models in Zero-Shot Clinical Natural Language Processing: Algorithm Development and Validation Study	gpt-3.5-turbo-0125	105	76
68	Zero-Shot Clinical Natural Lan...	210	An Empirical Evaluation of Prompting Strategies for Large Language Models in Zero-Shot Clinical Natural Language Processing: Algorithm Development and Validation Study	llama-2-70B	105	58
69	Common Lumbar Spine Fusion Sur...	213	Analyzing Large Language Models??Responses to Common Lumbar Spine Fusion Surgery Questions: A Comparison Between ChatGPT and Bard	gpt-3.5-turbo-0613	50	62
69	Common Lumbar Spine Fusion Sur...	213	Analyzing Large Language Models??Responses to Common Lumbar Spine Fusion Surgery Questions: A Comparison Between ChatGPT and Bard	palm-2-540B	50	66
7	generating clinical scenarios ...	25	"Using large language models (ChatGPT, Copilot, PaLM, Bard, and Gemini) in Gross Anatomy course: Comparative analysis."	gemini-1.0-pro	72	76.2
7	generating clinical scenarios ...	25	"Using large language models (ChatGPT, Copilot, PaLM, Bard, and Gemini) in Gross Anatomy course: Comparative analysis."	gpt-3.5-turbo-1106	72	71.7
7	generating clinical scenarios ...	25	"Using large language models (ChatGPT, Copilot, PaLM, Bard, and Gemini) in Gross Anatomy course: Comparative analysis."	gpt-4-1106-preview	72	88.6
7	generating clinical scenarios ...	25	"Using large language models (ChatGPT, Copilot, PaLM, Bard, and Gemini) in Gross Anatomy course: Comparative analysis."	gpt-4-1106-preview (open)	72	60
7	generating clinical scenarios ...	25	"Using large language models (ChatGPT, Copilot, PaLM, Bard, and Gemini) in Gross Anatomy course: Comparative analysis."	palm-2-540B	72	62.6
70	the European Board of Urology ...	215	Performance of ChatGPT-3.5 and ChatGPT-4 on the European Board of Urology (EBU) exams: a comparative analysis	gpt-3.5-turbo-0125	200	61.7
70	the European Board of Urology ...	215	Performance of ChatGPT-3.5 and ChatGPT-4 on the European Board of Urology (EBU) exams: a comparative analysis	gpt-4-turbo-2024-04-09	200	80
71	Preoperative Education of Pati...	217	Comparative Performance of Current Patient-Accessible Artificial Intelligence Large Language Models in the Preoperative Education of Patients in Facial Aesthetic Surgery	gpt-3.5-turbo-0613	42	67
71	Preoperative Education of Pati...	217	Comparative Performance of Current Patient-Accessible Artificial Intelligence Large Language Models in the Preoperative Education of Patients in Facial Aesthetic Surgery	palm-2-540B	42	65
72	MedicalDental Final Examinatio...	219	"A comparative analysis of the performance of chatGPT4, Gemini Gemini and Claude Claude for the Polish Medical Final Diploma Exam and Medical-Dental Verification Exam."	claude-3-opus-20240229	198	69
72	MedicalDental Final Examinatio...	219	"A comparative analysis of the performance of chatGPT4, Gemini Gemini and Claude Claude for the Polish Medical Final Diploma Exam and Medical-Dental Verification Exam."	gemini-1.5-pro	198	57
72	MedicalDental Final Examinatio...	219	"A comparative analysis of the performance of chatGPT4, Gemini Gemini and Claude Claude for the Polish Medical Final Diploma Exam and Medical-Dental Verification Exam."	gpt-4-0125-preview	198	58
72	MedicalDental Final Examinatio...	219	"A comparative analysis of the performance of chatGPT4, Gemini Gemini and Claude Claude for the Polish Medical Final Diploma Exam and Medical-Dental Verification Exam."	human - cut-off	198	56
73	triage task in the emergency d...	223	Reliability of ChatGPT for performing triage task in the emergency department using the Korean Triage and Acuity Scale	gpt-3.5-0301	202	32
73	triage task in the emergency d...	223	Reliability of ChatGPT for performing triage task in the emergency department using the Korean Triage and Acuity Scale	gpt-4-0314	202	52.3
74	Question-Answering in Ophthalm...	225	Advancing Question-Answering in Ophthalmology with Retrieval Augmented Generations (RAG): Benchmarking Open-source and Proprietary Large Language Models	gemma-2-27B	260	64.23
74	Question-Answering in Ophthalm...	225	Advancing Question-Answering in Ophthalmology with Retrieval Augmented Generations (RAG): Benchmarking Open-source and Proprietary Large Language Models	gpt-4-turbo-2024-04-09	260	80.38
74	Question-Answering in Ophthalm...	225	Advancing Question-Answering in Ophthalmology with Retrieval Augmented Generations (RAG): Benchmarking Open-source and Proprietary Large Language Models	llama-3-70B	260	64.62
74	Question-Answering in Ophthalm...	225	Advancing Question-Answering in Ophthalmology with Retrieval Augmented Generations (RAG): Benchmarking Open-source and Proprietary Large Language Models	mixtral-8x7B	260	57.69
75	for recommending procedures by...	229	Prediction of tumor board procedural recommendations using large language models.	gemma-1-7B	329	14.65
75	for recommending procedures by...	229	Prediction of tumor board procedural recommendations using large language models.	gpt-3.5-turbo-0125	329	63.73
75	for recommending procedures by...	229	Prediction of tumor board procedural recommendations using large language models.	gpt-4o-2024-05-13	329	60.58
75	for recommending procedures by...	229	Prediction of tumor board procedural recommendations using large language models.	llama-3-8B	329	41.91
75	for recommending procedures by...	229	Prediction of tumor board procedural recommendations using large language models.	mistral-7B-instruct-v0.1	329	53.58
76	Autonomous Medical Evaluation ...	234	Autonomous medical evaluation for guideline adherence of large language models	claude-3-haiku-20240307	135	76.6
76	Autonomous Medical Evaluation ...	234	Autonomous medical evaluation for guideline adherence of large language models	claude-3-opus-20240229	135	81.4
76	Autonomous Medical Evaluation ...	234	Autonomous medical evaluation for guideline adherence of large language models	gemma-1-7B	135	47.4
76	Autonomous Medical Evaluation ...	234	Autonomous medical evaluation for guideline adherence of large language models	gpt-3.5-turbo-1106	135	74.4
76	Autonomous Medical Evaluation ...	234	Autonomous medical evaluation for guideline adherence of large language models	gpt-4-1106-preview	135	83.8
76	Autonomous Medical Evaluation ...	234	Autonomous medical evaluation for guideline adherence of large language models	gpt-4-turbo-2024-04-09	135	82.8
76	Autonomous Medical Evaluation ...	234	Autonomous medical evaluation for guideline adherence of large language models	llama-2-70B	135	77
76	Autonomous Medical Evaluation ...	234	Autonomous medical evaluation for guideline adherence of large language models	llama-2-7B	135	71.2
76	Autonomous Medical Evaluation ...	234	Autonomous medical evaluation for guideline adherence of large language models	llama-3-70B	135	81
76	Autonomous Medical Evaluation ...	234	Autonomous medical evaluation for guideline adherence of large language models	llama-3-8B	135	76
76	Autonomous Medical Evaluation ...	234	Autonomous medical evaluation for guideline adherence of large language models	meditron-7B	135	38.8
76	Autonomous Medical Evaluation ...	234	Autonomous medical evaluation for guideline adherence of large language models	mistral-7B-instruct-v0.1	135	75.4
76	Autonomous Medical Evaluation ...	234	Autonomous medical evaluation for guideline adherence of large language models	mixtral-8x7B	135	78.7
76	Autonomous Medical Evaluation ...	234	Autonomous medical evaluation for guideline adherence of large language models	wizardlm-2-8x22B	135	82.6
77	treatment recommendations for ...	249	"ChatGPT v4 outperforming v3.5 on cancer treatment recommendations in quality, clinical guideline, and expert opinion concordance"	gpt-3.5-turbo-0613	108	49.1
77	treatment recommendations for ...	249	"ChatGPT v4 outperforming v3.5 on cancer treatment recommendations in quality, clinical guideline, and expert opinion concordance"	gpt-4-0613	108	76.8
78	the accuracy of medical knowle...	251	Knowledge-tuning Large Language Models with Structured Medical Knowledge Bases for Trustworthy Response Generation in Chinese	alpaca-7B	7449	67
78	the accuracy of medical knowle...	251	Knowledge-tuning Large Language Models with Structured Medical Knowledge Bases for Trustworthy Response Generation in Chinese	bloomz-7B	7449	71.4
79	Determining Causes of Death Fr...	253	Diagnostic Performance of GPT-4o and Claude 3 Opus in Determining Causes of Death From Medical Histories and Postmortem CT Findings	claude-3-opus-20240229	100	64.7
79	Determining Causes of Death Fr...	253	Diagnostic Performance of GPT-4o and Claude 3 Opus in Determining Causes of Death From Medical Histories and Postmortem CT Findings	gpt-4o-2024-05-13	100	67.2
8	providing information to paren...	30	Can large language models provide accurate and quality information to parents regarding chronic kidney diseases?	gemini-1.0-pro	40	83.6
8	providing information to paren...	30	Can large language models provide accurate and quality information to parents regarding chronic kidney diseases?	gpt-3.5-turbo-1106	40	78.5
8	providing information to paren...	30	Can large language models provide accurate and quality information to parents regarding chronic kidney diseases?	gpt-4-1106-preview (open)	40	68.3
80	CAD?RADS (Coronary Artery Dise...	255	ChatGPT vs Gemini: Comparative Accuracy and Efficiency in CAD-RADS Score Assignment from Radiology Reports.	gemini-1.0-ultra	100	82.6
80	CAD?RADS (Coronary Artery Dise...	255	ChatGPT vs Gemini: Comparative Accuracy and Efficiency in CAD-RADS Score Assignment from Radiology Reports.	gemini-1.5-pro	100	61.1
80	CAD?RADS (Coronary Artery Dise...	255	ChatGPT vs Gemini: Comparative Accuracy and Efficiency in CAD-RADS Score Assignment from Radiology Reports.	gpt-3.5-turbo-0125	100	50.5
80	CAD?RADS (Coronary Artery Dise...	255	ChatGPT vs Gemini: Comparative Accuracy and Efficiency in CAD-RADS Score Assignment from Radiology Reports.	gpt-4o-2024-05-13	100	87
81	multidisciplinary tumor board ...	266	Assessing the role of advanced artificial intelligence as a tool in multidisciplinary tumor board decision-making for recurrent/metastatic head and neck cancer cases ??the first study on ChatGPT 4o and a comparison to ChatGPT 4.0	gpt-4-0125-preview	100	93
81	multidisciplinary tumor board ...	266	Assessing the role of advanced artificial intelligence as a tool in multidisciplinary tumor board decision-making for recurrent/metastatic head and neck cancer cases ??the first study on ChatGPT 4o and a comparison to ChatGPT 4.0	gpt-4o-2024-05-13	100	94.6
82	data extraction from unstructu...	268	Evaluating local open-source large language models for data extraction from unstructured reports on mechanical thrombectomy in patients with ischemic stroke.	biomistral-7B	1026	49.7
82	data extraction from unstructu...	268	Evaluating local open-source large language models for data extraction from unstructured reports on mechanical thrombectomy in patients with ischemic stroke.	mixtral-8x7B	1026	89.9
82	data extraction from unstructu...	268	Evaluating local open-source large language models for data extraction from unstructured reports on mechanical thrombectomy in patients with ischemic stroke.	qwen-1-72B	1026	55.9
83	the precise diagnostic ability...	271	The Diagnostic Ability of GPT-3.5 and GPT-4.0 in Surgery: Comparative Analysis	gpt-3.5-turbo-0613	286	85.5
83	the precise diagnostic ability...	271	The Diagnostic Ability of GPT-3.5 and GPT-4.0 in Surgery: Comparative Analysis	gpt-4-0613	286	97.2
84	text-only questions from the O...	273	Performance of ChatGPT on Solving Orthopedic Board-Style Questions: A Comparative Analysis of ChatGPT 3.5 and ChatGPT 4	gpt-3.5-turbo-0125	160	37.5
84	text-only questions from the O...	273	Performance of ChatGPT on Solving Orthopedic Board-Style Questions: A Comparative Analysis of ChatGPT 3.5 and ChatGPT 4	gpt-4-turbo-2024-04-09	160	60
85	reliability on the frequently ...	276	"A Performance Evaluation of Large Language Models in Keratoconus: A Comparative Study of ChatGPT-3.5, ChatGPT-4.0, Gemini, Copilot, Chatsonic, and Perplexity"	gemini-1.5-pro	20	46.08
85	reliability on the frequently ...	276	"A Performance Evaluation of Large Language Models in Keratoconus: A Comparative Study of ChatGPT-3.5, ChatGPT-4.0, Gemini, Copilot, Chatsonic, and Perplexity"	gpt-3.5-turbo-0613	20	42.91
85	reliability on the frequently ...	276	"A Performance Evaluation of Large Language Models in Keratoconus: A Comparative Study of ChatGPT-3.5, ChatGPT-4.0, Gemini, Copilot, Chatsonic, and Perplexity"	gpt-4-turbo-2024-04-09	20	43.1
85	reliability on the frequently ...	276	"A Performance Evaluation of Large Language Models in Keratoconus: A Comparative Study of ChatGPT-3.5, ChatGPT-4.0, Gemini, Copilot, Chatsonic, and Perplexity"	gpt-4-turbo-2024-04-09 (open)	20	46.95
85	reliability on the frequently ...	276	"A Performance Evaluation of Large Language Models in Keratoconus: A Comparative Study of ChatGPT-3.5, ChatGPT-4.0, Gemini, Copilot, Chatsonic, and Perplexity"	perplexity	20	45.96
86	average overall accuracy of de...	278	Generation of guideline-based clinical decision trees in oncology using large language models	claude-2.0	25	39.3
86	average overall accuracy of de...	278	Generation of guideline-based clinical decision trees in oncology using large language models	gpt-4-0613	25	46.7
87	differentiate vasospastic angi...	280	Large language models to differentiate vasospastic angina using patient information	gpt-3.5-0301	66	51.5
87	differentiate vasospastic angi...	280	Large language models to differentiate vasospastic angina using patient information	gpt-4-0314	66	57.6
87	differentiate vasospastic angi...	280	Large language models to differentiate vasospastic angina using patient information	palm-2-540B	66	47
88	multiple-choice questions focu...	283	Evaluating Accuracy and Reproducibility of Large Language Model Performance in Pharmacy Education	claude-2.0	219	64
88	multiple-choice questions focu...	283	Evaluating Accuracy and Reproducibility of Large Language Model Performance in Pharmacy Education	gpt-3.5-turbo-1106	219	56.5
88	multiple-choice questions focu...	283	Evaluating Accuracy and Reproducibility of Large Language Model Performance in Pharmacy Education	gpt-4-1106-preview	219	72
88	multiple-choice questions focu...	283	Evaluating Accuracy and Reproducibility of Large Language Model Performance in Pharmacy Education	human - doctors	219	82
88	multiple-choice questions focu...	283	Evaluating Accuracy and Reproducibility of Large Language Model Performance in Pharmacy Education	llama-2-13B	219	42
88	multiple-choice questions focu...	283	Evaluating Accuracy and Reproducibility of Large Language Model Performance in Pharmacy Education	llama-2-7B	219	35
89	Automated Pathologic TN Classi...	289	Automated Pathologic TN Classification Prediction and Rationale Generation From Lung Cancer Surgical Pathology Reports Using a Large Language Model Fine-Tuned With Chain-of-Thought: Algorithm Development and Validation Study	llama-2-13B	644	76.2
89	Automated Pathologic TN Classi...	289	Automated Pathologic TN Classification Prediction and Rationale Generation From Lung Cancer Surgical Pathology Reports Using a Large Language Model Fine-Tuned With Chain-of-Thought: Algorithm Development and Validation Study	llama-2-7B	644	86.4
89	Automated Pathologic TN Classi...	289	Automated Pathologic TN Classification Prediction and Rationale Generation From Lung Cancer Surgical Pathology Reports Using a Large Language Model Fine-Tuned With Chain-of-Thought: Algorithm Development and Validation Study	llama-3-8B	644	48.9
89	Automated Pathologic TN Classi...	289	Automated Pathologic TN Classification Prediction and Rationale Generation From Lung Cancer Surgical Pathology Reports Using a Large Language Model Fine-Tuned With Chain-of-Thought: Algorithm Development and Validation Study	mistral-7B-instruct-v0.1	644	57.2
89	Automated Pathologic TN Classi...	289	Automated Pathologic TN Classification Prediction and Rationale Generation From Lung Cancer Surgical Pathology Reports Using a Large Language Model Fine-Tuned With Chain-of-Thought: Algorithm Development and Validation Study	orca-2-13B	644	92.4
9	prediction of in-hospital all-...	32	ChatGPT Predicts In-Hospital All-Cause Mortality for Sepsis: In-Context Learning with the Korean Sepsis Alliance Database	gpt-3.5-turbo-1106	100	26.66666667
9	prediction of in-hospital all-...	32	ChatGPT Predicts In-Hospital All-Cause Mortality for Sepsis: In-Context Learning with the Korean Sepsis Alliance Database	gpt-4-1106-preview	100	67.66666667
90	interpret pediatric radiologic...	300	Capability of multimodal large language models to interpret pediatric radiological images.	claude-3-opus-20240229	90	37
90	interpret pediatric radiologic...	300	Capability of multimodal large language models to interpret pediatric radiological images.	gemini-1.5-pro	90	23
90	interpret pediatric radiologic...	300	Capability of multimodal large language models to interpret pediatric radiological images.	gpt-4-0125-preview	90	23
91	explanations of CVD risk facto...	303	Leveraging ChatGPT and Long Short-Term Memory in Recommender Algorithm for Self-Management of Cardiovascular Risk Factors	gpt-3.5-turbo-0125	56	86
91	explanations of CVD risk facto...	303	Leveraging ChatGPT and Long Short-Term Memory in Recommender Algorithm for Self-Management of Cardiovascular Risk Factors	gpt-4-turbo-2024-04-09	56	71
91	explanations of CVD risk facto...	303	Leveraging ChatGPT and Long Short-Term Memory in Recommender Algorithm for Self-Management of Cardiovascular Risk Factors	gpt-4o-2024-05-13	56	86
92	questions from the Korean gene...	306	ChatGPT goes to the operating room: evaluating GPT-4 performance and its potential in surgical education and training in the era of large language models	gpt-3.5-0301	280	16.8
92	questions from the Korean gene...	306	ChatGPT goes to the operating room: evaluating GPT-4 performance and its potential in surgical education and training in the era of large language models	gpt-4-0314	280	76.4
93	the Self-Assessment Questions ...	308	Performance of ChatGPT and Bard in Self-Assessment Questions for Nephrology Board Renewal	gpt-3.5-0301	99	31.3
93	the Self-Assessment Questions ...	308	Performance of ChatGPT and Bard in Self-Assessment Questions for Nephrology Board Renewal	gpt-4-0314	99	54.5
93	the Self-Assessment Questions ...	308	Performance of ChatGPT and Bard in Self-Assessment Questions for Nephrology Board Renewal	palm-1-540B	99	32.3
94	complex decision?making in bre...	311	Evolution of publicly available large language models for complex decision-making in breast cancer care	gpt-3.5-0301	20	50
94	complex decision?making in bre...	311	Evolution of publicly available large language models for complex decision-making in breast cancer care	gpt-4-0314	20	70.6
94	complex decision?making in bre...	311	Evolution of publicly available large language models for complex decision-making in breast cancer care	llama-2-70B	20	35.3
94	complex decision?making in bre...	311	Evolution of publicly available large language models for complex decision-making in breast cancer care	palm-1-540B	20	23.5
95	Emergency Department ICD-10-CM...	316	Assessing Retrieval-Augmented Large Language Model Performance in Emergency Department ICD-10-CM Coding Compared to Human Coders	gemma-2-9B	500	7.2
95	Emergency Department ICD-10-CM...	316	Assessing Retrieval-Augmented Large Language Model Performance in Emergency Department ICD-10-CM Coding Compared to Human Coders	gpt-3.5-turbo-0125	500	16.8
95	Emergency Department ICD-10-CM...	316	Assessing Retrieval-Augmented Large Language Model Performance in Emergency Department ICD-10-CM Coding Compared to Human Coders	gpt-4-turbo-2024-04-09	500	22.2
95	Emergency Department ICD-10-CM...	316	Assessing Retrieval-Augmented Large Language Model Performance in Emergency Department ICD-10-CM Coding Compared to Human Coders	llama-3.1-70B-instruct	500	14.4
95	Emergency Department ICD-10-CM...	316	Assessing Retrieval-Augmented Large Language Model Performance in Emergency Department ICD-10-CM Coding Compared to Human Coders	llama-3.1-8B-instruct	500	72
95	Emergency Department ICD-10-CM...	316	Assessing Retrieval-Augmented Large Language Model Performance in Emergency Department ICD-10-CM Coding Compared to Human Coders	phi-3.5-mini	500	18
95	Emergency Department ICD-10-CM...	316	Assessing Retrieval-Augmented Large Language Model Performance in Emergency Department ICD-10-CM Coding Compared to Human Coders	qwen-2-72B-chat	500	8
95	Emergency Department ICD-10-CM...	316	Assessing Retrieval-Augmented Large Language Model Performance in Emergency Department ICD-10-CM Coding Compared to Human Coders	qwen-2-7B-chat	500	16
96	Diagnostic Accuracy on Rare Pe...	324	Diagnostic Accuracy of a Custom Large Language Model on Rare Pediatric Disease Case Reports.	gemini-1.0-pro	61	8.2
96	Diagnostic Accuracy on Rare Pe...	324	Diagnostic Accuracy of a Custom Large Language Model on Rare Pediatric Disease Case Reports.	gpt-4-0125-preview	61	13.1
97	INFORMATION EXTRACTION FROM EM...	326	Large Language Models for Biomedical Knowledge Graph Construction: Information extraction from EMR notes	llama-2-70B	122	61.4
97	INFORMATION EXTRACTION FROM EM...	326	Large Language Models for Biomedical Knowledge Graph Construction: Information extraction from EMR notes	vicuna-1.3-33B	122	64.8
97	INFORMATION EXTRACTION FROM EM...	326	Large Language Models for Biomedical Knowledge Graph Construction: Information extraction from EMR notes	wizardlm-1-70B	122	74.4
98	Triage Performance in Emergenc...	329	"Triage Performance Across Large Language Models, ChatGPT, and Untrained Doctors in Emergency Medicine: Comparative Study"	gemini-1.5-pro	124	60
98	Triage Performance in Emergenc...	329	"Triage Performance Across Large Language Models, ChatGPT, and Untrained Doctors in Emergency Medicine: Comparative Study"	gpt-3.5-0301	124	54
98	Triage Performance in Emergenc...	329	"Triage Performance Across Large Language Models, ChatGPT, and Untrained Doctors in Emergency Medicine: Comparative Study"	gpt-4-0314	124	67
98	Triage Performance in Emergenc...	329	"Triage Performance Across Large Language Models, ChatGPT, and Untrained Doctors in Emergency Medicine: Comparative Study"	human - doctors	124	68
98	Triage Performance in Emergenc...	329	"Triage Performance Across Large Language Models, ChatGPT, and Untrained Doctors in Emergency Medicine: Comparative Study"	llama-3-70B	124	52
98	Triage Performance in Emergenc...	329	"Triage Performance Across Large Language Models, ChatGPT, and Untrained Doctors in Emergency Medicine: Comparative Study"	mixtral-8x7B	124	42
99	Medical Consultation Assistant...	335	Assessing ChatGPT as a Medical Consultation Assistant for Chronic Hepatitis B: Cross-Language Study of English and Chinese	gpt-3.5-0301	96	65
99	Medical Consultation Assistant...	335	Assessing ChatGPT as a Medical Consultation Assistant for Chronic Hepatitis B: Cross-Language Study of English and Chinese	gpt-4-0314	96	93.3
